  freq              ;  reS11        ; imS11         
   2.91077042262E+04; -0.662539     ; 0.148184     
   2.92435998042E+04; -0.662403     ; 0.148957     
   2.93801298399E+04; -0.661655     ; 0.149642     
   2.95172972955E+04; -0.662187     ; 0.150241     
   2.96551051468E+04; -0.661986     ; 0.150899     
   2.97935563837E+04; -0.661982     ; 0.151698     
   2.99326540101E+04; -0.661705     ; 0.152417     
   3.00724010436E+04; -0.661048     ; 0.153062     
   3.02128005161E+04; -0.661394     ; 0.153736     
   3.03538554739E+04; -0.660744     ; 0.154612     
   3.04955689770E+04; -0.660374     ; 0.155275     
   3.06379441001E+04; -0.660878     ; 0.156024     
   3.07809839321E+04; -0.660779     ; 0.156812     
   3.09246915763E+04; -0.660522     ; 0.157523     
   3.10690701505E+04; -0.660343     ; 0.158298     
   3.12141227872E+04; -0.660236     ; 0.159008     
   3.13598526333E+04; -0.659943     ; 0.159713     
   3.15062628506E+04; -0.659716     ; 0.160576     
   3.16533566154E+04; -0.659513     ; 0.161094     
   3.18011371191E+04; -0.659359     ; 0.161844     
   3.19496075679E+04; -0.659124     ; 0.162652     
   3.20987711829E+04; -0.658824     ; 0.163487     
   3.22486312004E+04; -0.658745     ; 0.164092     
   3.23991908715E+04; -0.658399     ; 0.164995     
   3.25504534629E+04; -0.658403     ; 0.165714     
   3.27024222562E+04; -0.658062     ; 0.166633     
   3.28551005485E+04; -0.657956     ; 0.167105     
   3.30084916523E+04; -0.657826     ; 0.168132     
   3.31625988954E+04; -0.657679     ; 0.168879     
   3.33174256213E+04; -0.657402     ; 0.169676     
   3.34729751891E+04; -0.656681     ; 0.170352     
   3.36292509735E+04; -0.656432     ; 0.171253     
   3.37862563651E+04; -0.656874     ; 0.172011     
   3.39439947700E+04; -0.656682     ; 0.172704     
   3.41024696107E+04; -0.656417     ; 0.173645     
   3.42616843252E+04; -0.656227     ; 0.174421     
   3.44216423679E+04; -0.656004     ; 0.175218     
   3.45823472091E+04; -0.655918     ; 0.175995     
   3.47438023354E+04; -0.655411     ; 0.176843     
   3.49060112497E+04; -0.655273     ; 0.177606     
   3.50689774712E+04; -0.655083     ; 0.178467     
   3.52327045355E+04; -0.654479     ; 0.179215     
   3.53971959949E+04; -0.654303     ; 0.180227     
   3.55624554180E+04; -0.654081     ; 0.180799     
   3.57284863903E+04; -0.65388      ; 0.18166      
   3.58952925139E+04; -0.653368     ; 0.182436     
   3.60628774078E+04; -0.653751     ; 0.183603     
   3.62312447078E+04; -0.653568     ; 0.184315     
   3.64003980667E+04; -0.653237     ; 0.18518      
   3.65703411545E+04; -0.653151     ; 0.186149     
   3.67410776581E+04; -0.652748     ; 0.186922     
   3.69126112819E+04; -0.652682     ; 0.187669     
   3.70849457472E+04; -0.652326     ; 0.188616     
   3.72580847931E+04; -0.651953     ; 0.189437     
   3.74320321758E+04; -0.651731     ; 0.190301     
   3.76067916693E+04; -0.651554     ; 0.191159     
   3.77823670651E+04; -0.651225     ; 0.192145     
   3.79587621724E+04; -0.650927     ; 0.193        
   3.81359808182E+04; -0.650905     ; 0.193689     
   3.83140268474E+04; -0.650535     ; 0.194775     
   3.84929041228E+04; -0.650282     ; 0.195606     
   3.86726165251E+04; -0.649274     ; 0.196423     
   3.88531679535E+04; -0.649808     ; 0.197337     
   3.90345623251E+04; -0.649382     ; 0.198382     
   3.92168035753E+04; -0.64921      ; 0.199177     
   3.93998956580E+04; -0.648911     ; 0.200319     
   3.95838425455E+04; -0.648615     ; 0.200951     
   3.97686482285E+04; -0.648228     ; 0.201924     
   3.99543167167E+04; -0.648007     ; 0.202924     
   4.01408520381E+04; -0.647675     ; 0.203955     
   4.03282582398E+04; -0.647489     ; 0.204698     
   4.05165393876E+04; -0.64699      ; 0.205716     
   4.07056995665E+04; -0.646783     ; 0.206676     
   4.08957428804E+04; -0.646387     ; 0.207461     
   4.10866734523E+04; -0.646053     ; 0.208497     
   4.12784954247E+04; -0.645726     ; 0.209294     
   4.14712129592E+04; -0.644572     ; 0.210053     
   4.16648302370E+04; -0.644897     ; 0.21126      
   4.18593514587E+04; -0.644282     ; 0.212311     
   4.20547808446E+04; -0.644138     ; 0.213187     
   4.22511226346E+04; -0.643764     ; 0.214122     
   4.24483810885E+04; -0.643474     ; 0.215064     
   4.26465604859E+04; -0.643115     ; 0.215985     
   4.28456651264E+04; -0.642766     ; 0.216963     
   4.30456993298E+04; -0.642552     ; 0.217962     
   4.32466674358E+04; -0.642102     ; 0.218949     
   4.34485738047E+04; -0.641905     ; 0.21996      
   4.36514228170E+04; -0.641536     ; 0.220851     
   4.38552188734E+04; -0.641244     ; 0.221898     
   4.40599663956E+04; -0.64091      ; 0.223164     
   4.42656698256E+04; -0.640655     ; 0.223982     
   4.44723336264E+04; -0.640538     ; 0.225234     
   4.46799622815E+04; -0.640355     ; 0.226109     
   4.48885602957E+04; -0.639664     ; 0.227136     
   4.50981321946E+04; -0.639177     ; 0.227961     
   4.53086825250E+04; -0.638712     ; 0.229175     
   4.55202158548E+04; -0.638359     ; 0.230132     
   4.57327367735E+04; -0.637884     ; 0.231199     
   4.59462498919E+04; -0.637464     ; 0.232095     
   4.61607598421E+04; -0.637221     ; 0.233062     
   4.63762712782E+04; -0.636784     ; 0.234194     
   4.65927888758E+04; -0.636637     ; 0.235221     
   4.68103173324E+04; -0.63614      ; 0.236433     
